"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397";"11106.397"
"4am";" 985.119";"1765.365";"2177.850";"1425.143";"2095.085";"1519.228";"1533.374";"2877.444";" 703.576";"1491.266";"2112.185";"1532.950";"2301.348";" 607.819";"2122.578";"2725.879";"1118.216";"1495.347";"2927.710";" 734.530";"2004.169";" 642.968";" 194.988";"3068.104";"2371.527";"2038.715";"2386.547";"1889.027";"2176.173";" 817.131";" 448.199";"1614.500";" 561.160";" 594.125";"1588.981";"1566.979";"1601.508";" 940.285";"2723.060";"1058.102";" 620.650";" 315.860";" 958.271";" 800.221";"1853.339";"2159.332";"1496.296";"1293.966";"2019.005";" 632.523";"1463.664";"1527.400";" 858.477";" 550.166";"1859.030";"4605.526";"3388.573";"2854.136";" 936.945";" 877.178";"2711.846";"1092.595";"2823.968";" 585.645";"1578.028";"2899.101";" 411.789";"1601.459";"   0.000";NA;"   0.000";NA;NA;"1143.936";"4627.332";"3650.561";"2513.084";"3208.940";"1223.911";" 159.174";"   0.000";" 125.321";"2865.566";" 705.460";"1905.318";" 647.063";" 628.566";"2664.407";" 549.339";"1518.139";"1978.095";"3424.087";" 733.622";"1257.293";"2422.478";"2427.565";"1573.915";"1650.194";"2048.832";"1531.703";NA;NA;NA;"3454.538"
"5am";" 985.119";"1830.904";"2214.723";"1425.143";"2154.420";"1466.721";"1533.374";"2877.444";" 703.576";"1491.266";"1994.151";"1532.950";"2301.348";" 607.819";"2122.578";"2725.879";"1118.216";"1495.347";"2927.710";" 734.530";"2004.169";" 775.219";" 194.988";"3137.449";"2322.728";"2038.715";"2386.547";"1889.027";"2176.173";" 817.131";" 382.660";"1614.500";" 561.160";" 594.125";"1541.300";"1566.979";"1469.257";" 940.285";"2723.060";"1001.363";" 561.315";" 315.860";" 958.271";" 800.221";"1853.339";"2159.332";"1496.296";"1293.966";"2019.005";" 632.523";"1463.664";"1458.055";" 771.769";" 550.166";"1859.030";"4605.526";"3388.573";"2854.136";" 936.945";" 877.178";"2711.846";"1092.595";"2823.968";" 573.029";"1517.397";"2899.101";" 411.789";"1601.459";"   0.000";NA;"   0.000";NA;NA;"1111.254";"4627.332";"3650.561";"2513.084";"3208.940";"1223.911";" 159.174";"   0.000";" 125.321";"2865.566";" 665.882";"1905.318";" 647.063";" 628.566";"2579.358";" 549.339";"1518.139";"1978.095";"3424.087";" 733.622";"1257.293";"2422.478";"2350.983";"1663.113";"1650.194";"2048.832";"1531.703";NA;NA;NA;"3454.538"
"6am";" 896.940";"1897.062";"2006.957";"1425.143";"2066.003";"1686.945";"1467.584";"2877.444";" 703.576";"1491.266";"1875.493";"1532.950";"2314.819";" 607.819";"2384.219";"2755.948";"1108.483";"1386.893";"2927.710";" 622.209";"2004.169";" 811.553";" 194.988";"3075.894";"2132.161";"2021.552";"2493.792";"1889.027";"2069.180";" 798.838";" 402.923";"1562.334";" 524.303";" 525.632";"1480.741";"1566.979";"1469.257";" 902.430";"2711.129";" 952.729";" 508.031";" 276.842";" 632.927";" 703.495";"1798.090";"2159.332";"1496.296";"1343.750";"1951.986";" 632.523";"1360.332";"1506.689";" 858.477";" 517.577";"1912.314";"4398.001";"3284.608";"2790.441";" 936.945";" 877.178";"2578.220";"1092.595";"2823.968";" 535.473";"1517.397";"3043.778";" 411.789";"1536.013";"   0.000";NA;"   0.000";NA;NA;"1059.805";"4549.818";"3626.981";"2424.316";"3208.940";"1223.911";" 121.262";"   0.000";" 125.321";"2905.288";" 665.882";"1905.318";" 609.163";" 588.844";"2478.514";" 515.444";"1464.372";"1930.057";"3328.139";" 733.622";"1257.293";"2330.133";"2584.843";"1663.113";"1576.331";"1972.826";"1465.282";NA;"   0.000";NA;"3296.684"
"7am";"1219.306";"2014.938";"1814.034";"1318.154";"1884.311";"2015.759";"1473.509";"2286.791";"1120.855";"1308.840";"1691.201";"1308.262";"1828.500";" 464.715";"3035.543";"2253.585";" 879.366";"1362.494";"2349.922";" 604.491";"1875.568";" 971.811";" 237.771";"2912.195";"1463.967";"1397.097";"2096.570";"1548.695";"1978.768";" 936.194";" 882.557";"1058.655";" 295.525";" 462.430";"1756.088";"1340.204";"1104.480";" 913.989";"2466.658";" 618.086";" 364.051";" 138.833";" 604.311";" 590.227";"1433.965";"2163.016";"1341.585";"1693.572";"1639.522";" 726.769";"1294.474";"1072.939";" 652.849";" 490.641";"1703.783";"4047.458";"2256.179";"2392.622";" 935.446";" 831.149";"1971.630";"1375.492";"2219.958";" 826.310";"1546.144";"3201.284";" 384.481";"1731.571";"   0.000";"  55.370";"   0.000";NA;"   0.000";" 873.355";"2888.820";"4812.057";"2415.479";"1967.928";"1071.246";" 196.350";"   0.000";"  93.028";"2438.863";" 582.244";"1899.157";" 461.639";" 762.772";"2143.704";" 596.404";"1507.469";"1346.779";"2701.638";" 572.573";" 911.057";"2241.226";"2478.250";"1857.953";"1752.762";"2153.679";"1629.000";"  39.722";"   0.000";"   0.000";"3265.574"
"8am";"1453.738";"3170.090";"2946.193";"1274.683";"1904.122";"2174.962";"2360.066";"2087.585";"1165.731";"1083.000";"1502.933";" 807.755";"1603.518";" 677.151";"2945.569";"2083.215";" 885.419";" 929.864";"1783.875";" 974.773";"1743.041";"1179.808";" 486.063";"2464.606";" 865.253";"1444.009";"2021.208";"1315.711";"1418.744";"1203.645";"1759.345";" 904.029";" 292.184";" 393.712";"2948.088";" 975.834";"1011.099";"1411.167";"2359.871";" 537.732";" 584.094";"  25.392";" 602.262";" 359.953";"1555.149";" 795.413";"1111.464";"2142.166";"1907.541";" 642.462";"1093.919";"1027.701";" 680.804";" 409.495";"1592.993";"3567.820";"1477.600";"3033.612";"1022.137";" 762.968";"2043.975";"1748.271";"1484.099";" 349.286";" 969.572";"2847.644";" 415.614";"1661.431";"   0.000";"  55.370";"   0.000";NA;"   0.000";" 660.665";"2366.869";"9023.921";"2479.647";"1896.104";"1128.582";" 217.827";"   0.000";"  93.028";"2253.453";" 383.258";"1511.634";" 475.738";"1052.830";"1753.709";" 721.391";"1311.256";" 995.598";"3067.740";" 642.516";"1011.667";"1134.727";"2430.904";"2381.196";"2265.762";"2088.724";"2058.582";"  90.049";"   0.000";"   0.000";"3022.828"
"9am";" 1402.936";" 4100.501";" 2983.364";" 1669.406";" 2044.404";" 2135.402";" 2590.418";" 2071.062";" 1103.718";" 1020.017";" 1253.137";"  749.976";" 1470.484";"  633.855";" 3032.470";" 1736.689";"  827.486";"  946.993";" 1567.154";"  936.772";" 1701.236";" 1294.970";"  688.944";" 2639.996";"  756.618";" 1444.009";" 2065.908";" 1096.721";" 1205.140";" 1266.734";" 2179.207";"  516.796";"  251.544";"  362.150";" 3148.356";"  912.679";"  983.999";" 1484.657";" 2567.999";"  528.702";"  853.085";"   35.405";"  602.262";"  330.550";" 1699.945";" 1155.362";" 1248.331";" 2318.650";" 1285.345";"  497.193";" 1208.824";" 1076.335";"  602.025";"  409.495";" 1859.915";" 3592.543";" 1369.166";" 3254.883";"  967.910";"  618.946";" 1951.631";" 2182.350";" 1207.543";"  258.257";"  804.305";" 2635.231";"  545.641";" 2124.922";"    0.000";"   55.370";"  125.937";"    0.000";"    0.000";"  541.748";" 2012.992";"11106.397";" 2647.840";" 2627.338";"  943.416";"  217.827";"    0.000";"   93.028";" 2340.223";"  287.737";" 1542.524";"  433.292";" 1030.654";" 1908.552";"  881.876";" 1021.648";" 1062.087";" 3312.095";"  525.555";"  893.810";" 1134.727";" 2676.182";" 2481.147";" 2531.649";" 1755.456";" 1922.079";"   90.049";"    0.000";"    0.000";" 3083.487"
"10am";" 1300.800";" 4330.481";" 3330.444";" 1748.046";" 2498.401";" 2074.934";" 2722.420";" 2129.400";" 1117.075";"  953.544";" 1237.158";"  744.157";" 1103.209";"  885.078";" 2860.488";" 1743.276";"  759.391";"  759.437";" 1502.084";"  882.191";" 1521.334";" 1206.149";"  656.453";" 2318.113";"  966.775";" 1128.199";" 1891.708";" 1114.333";" 1124.992";" 1267.714";" 1965.900";"  767.397";"  176.439";"  421.043";" 3209.136";" 1023.767";" 1050.340";" 1350.770";" 2320.056";"  476.524";" 1044.403";"  154.325";"  602.262";"  175.567";" 1640.640";" 1223.998";" 1191.609";" 2444.727";" 1248.138";"  563.104";" 1208.824";" 1076.335";"  410.170";"  345.920";" 1770.490";" 3118.549";" 1394.329";" 3363.141";" 1030.527";"  687.127";" 1890.624";" 1975.074";" 1418.117";"  211.971";"  948.068";" 2576.058";"  469.839";" 1952.920";"    0.000";"   55.370";"  125.937";"    0.000";"    0.000";"  490.299";" 2313.501";"10950.410";" 2665.734";" 2900.707";" 1130.863";"  217.827";"    0.000";"   93.028";" 2390.756";"  226.936";" 1407.719";"  697.522";"  951.772";" 2083.342";"  823.113";" 1235.879";"  932.260";" 2847.415";"  472.507";"  849.594";" 1407.817";" 2630.457";" 2432.783";" 2308.202";" 1191.292";" 2636.757";"   90.049";"    0.000";NA;" 2978.375"
"11am";" 1656.278";" 3968.200";" 3187.546";" 1674.541";" 2288.966";" 2278.843";" 2570.592";" 2131.472";" 1049.194";"  865.442";" 1166.715";"  798.847";" 1322.087";"  773.861";" 3047.508";" 1629.251";"  917.005";"  968.234";" 1358.238";"  828.678";" 1624.117";" 1219.199";"  567.289";" 2395.933";" 1093.296";"  921.343";" 1927.720";" 1158.763";" 1151.627";" 1399.587";" 2089.030";"  704.964";"  169.079";"  297.870";" 3285.006";"  736.364";" 1058.365";" 1727.145";" 2509.045";"  511.295";" 1018.144";"   35.405";"  602.262";"  234.373";" 1659.601";"  911.280";" 1024.131";" 2160.972";" 1658.329";"  615.282";"  889.969";"  943.445";"  442.382";"  372.856";" 1788.280";" 3820.806";" 1240.961";" 3544.117";" 1096.385";"  687.127";" 1968.308";" 1519.670";" 1408.043";"  258.257";" 1053.934";" 2595.250";"  267.974";" 2035.143";"    0.000";"   55.370";"  125.937";"    0.000";"    0.000";"  514.939";" 2291.245";"10473.000";" 2567.867";" 2909.033";" 1031.660";"  217.827";"    0.000";"   64.586";" 2299.005";"  226.936";" 1416.424";"  685.089";"  980.683";" 1781.875";" 1018.789";" 1164.571";"  953.527";" 3246.190";"  380.568";"  796.546";" 1573.892";" 2823.828";" 2274.370";" 1941.280";" 1771.017";" 2304.437";"   90.049";"    0.000";"    0.000";" 2807.080"
"12am";" 1785.199";" 4199.411";" 2444.208";" 1442.901";" 2010.216";" 1973.525";" 2288.975";" 2045.157";"  659.626";"  900.875";" 1050.154";" 1014.161";" 1317.412";"  735.594";" 3091.556";" 1846.715";"  841.358";" 1179.142";" 1763.641";"  644.926";" 1812.989";" 1338.922";"  611.447";" 3000.008";" 1380.344";"  784.749";" 2094.010";" 1443.587";" 1203.453";" 1288.473";" 1958.126";"  521.698";"  160.462";"  371.732";" 3246.886";"  847.596";" 1067.114";" 1743.174";" 2808.619";"  559.574";" 1126.655";"   74.423";"  602.262";"  496.122";" 1811.421";" 1059.156";"  984.090";" 1898.533";" 1828.886";"  750.285";" 1109.728";"  971.490";"  442.382";"  428.742";" 1926.239";" 3608.169";" 1773.934";" 3359.694";" 1037.888";"  687.127";" 2065.446";" 1677.197";" 1433.703";"  427.999";" 1053.934";" 2652.013";"  276.499";" 2136.435";"    0.000";"   55.370";"   72.357";"    0.000";"    0.000";"  597.746";" 2507.195";"10554.688";" 2697.574";" 2829.189";" 1003.112";"  196.350";"    0.000";"   64.586";" 2217.216";"  252.979";" 1544.005";"  524.510";"  877.436";" 1903.304";" 1030.319";" 1060.952";" 1035.316";" 2700.621";"  431.362";"  977.251";" 1422.891";" 3255.566";" 2127.568";" 2007.969";" 1955.891";" 2438.657";"  159.614";"    0.000";"   38.003";" 2779.193"
"1pm";" 1444.086";" 5029.091";" 2655.441";" 1758.002";" 1764.825";" 1764.330";" 2533.445";" 1881.219";"  690.670";" 1077.811";"  967.073";"  875.153";" 1084.144";"  755.912";" 3186.321";" 1645.871";"  787.660";" 1144.568";" 1675.527";"  882.280";" 1755.080";" 1376.413";"  631.626";" 2896.095";" 1054.324";"  775.852";" 2279.678";" 1315.711";" 1058.022";" 1281.638";" 1944.474";"  459.265";"  218.158";"  351.946";" 3181.897";"  778.668";" 1016.914";" 1403.461";" 2865.262";"  439.150";"  742.638";"   35.405";"  640.117";"  399.945";" 1572.586";" 1086.337";"  895.927";" 1992.982";" 1623.337";"  715.098";"  889.969";" 1025.419";"  529.090";"  374.870";" 2114.144";" 3881.170";" 1668.702";" 3378.526";" 1279.071";"  687.127";" 1875.413";" 1626.457";" 1164.829";"  346.208";" 1135.898";" 2731.608";"  363.015";" 1954.143";"    0.000";"   55.370";"   72.357";"    0.000";"    0.000";"  630.428";" 2467.102";"10652.025";" 2828.761";" 2592.525";"  946.574";"  217.827";"    0.000";"   49.579";" 2166.458";"  332.135";" 1419.535";"  503.143";" 1052.607";" 1896.905";"  856.734";" 1279.261";" 1101.805";" 3363.763";"  431.362";" 1032.020";" 1719.373";" 2551.931";" 2246.462";" 1924.679";" 1925.873";" 2567.337";"  159.614";"    0.000";"   38.003";" 3247.022"
